id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
273416107,1ec821e0-490b-412f-b674-85042d53000d,2025-04-25 17:53:08,2025-04-25,2025-04-25 21:53:08 UTC,Indiana (East),587203,hills47448,Brian Hunt,2025-04-25 22:21:11 UTC,2025-04-26 18:56:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/273416107,https://inaturalist-open-data.s3.amazonaws.com/photos/491754393/medium.jpg,,"",,1,0,false,843,"Albert Johnson Rd, Nashville, IN, US",39.2496997371,-86.1670606508,15,,,,15,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
275355024,886c3410-b5b3-43b0-a2e3-6ee8dd606270,2025/04/26 12:34 PM,2025-04-26,2025-04-26 16:34:00 UTC,Indiana (East),1117406,evanaturalist,"",2025-04-28 04:33:54 UTC,2025-04-28 11:51:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/275355024,https://inaturalist-open-data.s3.amazonaws.com/photos/494816888/medium.jpeg,,"",,1,0,false,,"Brown County State Park, 1801 State Rd 46, Nashville, IN 47448, USA",39.1933217,-86.2165859,187,,,,187,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
278530387,32d0a097-925a-44b0-83cd-8308257bce45,2025/05/04 11:26 AM,2025-05-04,2025-05-04 15:26:00 UTC,Indiana (East),6599555,zeebez,Zach Bell,2025-05-04 20:34:54 UTC,2025-05-04 20:39:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/278530387,https://inaturalist-open-data.s3.amazonaws.com/photos/500120157/medium.jpeg,,"",,1,0,false,,"Brown County, IN, USA",39.1695781787,-86.2366555229,4,,,,4,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
280605121,fb4e3042-576b-4508-9fd5-62ebbd684d4f,2025-05-12 11:24:58,2025-05-12,2025-05-12 15:24:58 UTC,Indiana (East),2789108,lmlevine,Lindsey Levine,2025-05-12 19:38:06 UTC,2025-05-12 21:28:46 UTC,research,,https://www.inaturalist.org/observations/280605121,https://static.inaturalist.org/photos/503990640/medium.jpeg,,"",,2,0,false,2,"Washington Township, IN, USA",39.1865474,-86.2151535997,,,,,,,open,false,gps,gps,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
284931734,30eb779d-941b-47dd-8483-8f2d249a73b6,2025/05/28 3:12 PM,2025-05-28,2025-05-28 19:12:00 UTC,Indiana (East),3610296,danlego,Daniel Sembroski,2025-05-28 22:52:36 UTC,2025-06-25 00:25:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/284931734,https://inaturalist-open-data.s3.amazonaws.com/photos/512115719/medium.jpg,,"hee, unit 9",covering SW facing slope,2,0,false,,"Brown County, IN, USA",39.1379638889,-86.2831138889,,,,,,,open,false,,"",common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
287988732,0e83e480-c864-4600-a7d5-0d58dbf45a75,2025-06-08 08:59:59-04:00,2025-06-08,2025-06-08 12:59:59 UTC,Indiana (East),1855094,rossberryhill,"",2025-06-08 19:43:58 UTC,2025-06-09 03:19:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/287988732,https://inaturalist-open-data.s3.amazonaws.com/photos/517854574/medium.jpg,,"","",1,0,false,3,"Clay Lick Rd, Nashville, IN, US",39.2464833333,-86.1863116667,25,,,,25,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
307751030,34a674d3-f624-4ed7-bec5-aec50bf4a0d9,Wed Aug 20 2025 10:45:20 GMT -0400 (EDT),2025-08-20,2025-08-20 14:45:20 UTC,Indiana (East),3213565,jbowmer78,,2025-08-20 14:45:29 UTC,2025-08-21 12:13:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/307751030,https://inaturalist-open-data.s3.amazonaws.com/photos/555141479/medium.jpg,,"",,1,0,false,333,Nashville,39.251083374,-86.2591171265,61,,,,61,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
309567726,19bb9882-fe0f-4221-8497-d2d7e42a19fd,2025-08-27 15:42:11-04:00,2025-08-27,2025-08-27 19:42:11 UTC,Indiana (East),8775580,matthew67266,Matthew Davis,2025-08-27 20:07:29 UTC,2025-08-29 00:16:31 UTC,research,,https://www.inaturalist.org/observations/309567726,https://static.inaturalist.org/photos/558630485/medium.jpg,,"","",1,0,false,3,"SR-46, Nashville, IN, US",39.1907675325,-86.1880089125,89,,,,89,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
319965966,52aeb9e8-3899-4611-a1a8-9dd41129b73d,2025-10-10 11:01:11-04:00,2025-10-10,2025-10-10 15:01:11 UTC,Indiana (East),232741,pingpong,Melina Kust,2025-10-10 15:01:27 UTC,2025-10-11 11:41:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/319965966,https://inaturalist-open-data.s3.amazonaws.com/photos/578447936/medium.jpg,,"","",2,0,false,3,"Brown County State Park, Nashville, IN, US",39.1507898405,-86.2449068531,4,,,,4,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
321405187,2b05938d-b5d8-4b55-9bae-1b229f814088,2025-10-17 09:40:32-04:00,2025-10-17,2025-10-17 13:40:32 UTC,Indiana (East),3881293,logan_campbell,Logan Campbell,2025-10-17 13:40:56 UTC,2025-10-22 14:25:19 UTC,research,,https://www.inaturalist.org/observations/321405187,https://static.inaturalist.org/photos/582552395/medium.jpg,,"","",1,0,false,3,"N Morrison Rd, Nashville, IN, US",39.2577142666,-86.2789822183,3,,,,3,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
327314496,275bf893-3ede-45cf-81ce-4386ad7f38e6,2025/11/01 11:28 AM,2025-11-01,2025-11-01 15:28:00 UTC,Indiana (East),8529115,larrykinnet,larry kinnett,2025-11-19 23:38:04 UTC,2025-11-21 13:49:49 UTC,research,,https://www.inaturalist.org/observations/327314496,https://static.inaturalist.org/photos/592965846/medium.jpg,,"",,2,0,false,,"Brown County State Park, 1801 IN-46, Nashville, IN 47448, USA",39.1933217,-86.2165859,227,,,,227,,open,false,,,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
